year,city,parameter,station_name,sensor_id,mean_sensor_percent_coverage_per_day,sensors_percent_coverage_per_year,valid_sensor
2025,Roma,o3 µg/m³,CINECITTA,5078374,99.15,100.0,True
2025,Roma,o3 µg/m³,CIPRO,21914,99.67,99.73,True
2025,Roma,o3 µg/m³,CIPRO,24842,99.69,100.0,True
2025,Roma,o3 µg/m³,L.GO PERESTRELLO,21925,99.97,100.0,True
2025,Roma,o3 µg/m³,MALAGROTTA,7774738,83.9,95.34,True
2025,Roma,o3 µg/m³,Malagrotta,21942,99.81,100.0,True
2025,Roma,o3 µg/m³,VILLA ADA,21870,99.27,99.18,True
2025,Roma,o3 µg/m³,VILLA ADA,7774928,99.24,99.45,True
2025,Roma,pm10 µg/m³,ARENULA,21807,4.17,98.08,False
2025,Roma,pm10 µg/m³,BUFALOTTA,21831,4.17,95.62,False
2025,Roma,pm10 µg/m³,C.SO FRANCIA,21808,4.17,96.71,False
2025,Roma,pm10 µg/m³,CINECITTA,5079457,4.17,97.81,False
2025,Roma,pm10 µg/m³,CIPRO,21856,4.17,97.53,False
2025,Roma,pm10 µg/m³,CIPRO,7777171,4.17,98.08,False
2025,Roma,pm10 µg/m³,Fermi,21814,4.17,96.71,False
2025,Roma,pm10 µg/m³,L.GO MAGNA GRECIA,21804,4.17,97.81,False
2025,Roma,pm10 µg/m³,L.GO PERESTRELLO,21860,4.17,99.73,False
2025,Roma,pm10 µg/m³,Malagrotta,21818,4.17,95.89,False
2025,Roma,pm10 µg/m³,TIBURTINA,21855,4.17,96.71,False
2025,Roma,pm10 µg/m³,VILLA ADA,21820,4.17,97.53,False
2025,Roma,pm10 µg/m³,VILLA ADA,7777633,4.17,98.08,False
2025,Roma,pm25 µg/m³,ARENULA,21806,4.17,98.63,False
2025,Roma,pm25 µg/m³,C.SO FRANCIA,21846,4.17,98.63,False
2025,Roma,pm25 µg/m³,CINECITTA,5079458,4.17,97.53,False
2025,Roma,pm25 µg/m³,CIPRO,21857,4.17,96.71,False
2025,Roma,pm25 µg/m³,CIPRO,7777172,4.17,97.26,False
2025,Roma,pm25 µg/m³,Malagrotta,21830,4.17,95.34,False
2025,Roma,pm25 µg/m³,VILLA ADA,21841,4.17,93.42,False
2025,Roma,pm25 µg/m³,VILLA ADA,7777632,4.17,93.7,False
2025,Torino,no2 µg/m³,Borgaro T. - Caduti,24477,82.63,94.25,True
2025,Torino,no2 µg/m³,Settimo T. - Vivaldi,24475,82.13,91.23,True
2025,Torino,no2 µg/m³,Torino - Consolata,24555,83.43,91.78,True
2025,Torino,no2 µg/m³,Torino - Rebaudengo,24552,82.19,91.23,True
2025,Torino,no2 µg/m³,Torino - Rubino,24821,82.92,94.52,True
2025,Torino,no2 µg/m³,Torino Lingotto,7774721,82.74,89.59,True
2025,Torino,o3 µg/m³,Borgaro T. - Caduti,24476,82.79,92.33,True
2025,Torino,o3 µg/m³,Torino - Rubino,24820,83.05,93.15,True
2025,Torino,o3 µg/m³,Torino Lingotto,7772972,82.86,91.23,True
2025,Torino,pm10 µg/m³,Torino - Rubino,1764647,74.61,60.82,True
2025,Torino,pm25 µg/m³,Torino - Rubino,1702604,75.26,60.27,True
