year,city,parameter,station_name,count,mean,std,min,25%,50%,75%,max
2023,Roma,pm10 µg/m³,CINECITTA,236.0,24.406779661016948,9.710478909359542,7.0,18.0,23.0,28.0,75.0
2023,Roma,pm10 µg/m³,CIPRO,291.0,22.97938144329897,11.079940913675985,0.0,16.0,21.0,29.0,64.0
2023,Roma,pm10 µg/m³,Fermi,293.0,25.61433447098976,10.334047297418389,7.0,18.0,24.0,31.0,68.0
2023,Roma,pm10 µg/m³,L.GO MAGNA GRECIA,290.0,22.575862068965517,10.696316190638408,2.0,14.0,21.0,30.0,66.0
2023,Roma,pm10 µg/m³,L.GO PERESTRELLO,264.0,23.359848484848484,10.51502896798141,6.0,16.0,21.0,27.0,70.0
2023,Roma,pm10 µg/m³,Malagrotta,300.0,20.446666666666665,9.360156550920934,5.0,14.0,19.0,23.25,59.0
2023,Roma,pm10 µg/m³,TIBURTINA,282.0,29.20212765957447,13.17058605734632,1.0,21.0,27.0,35.0,90.0
2023,Roma,pm10 µg/m³,VILLA ADA,271.0,21.782287822878228,9.890915207167115,2.0,14.5,20.0,27.0,56.0
2023,Roma,pm25 µg/m³,ARENULA,296.0,11.625,6.7209197816864625,1.0,8.0,10.0,14.0,46.0
2023,Roma,pm25 µg/m³,C.SO FRANCIA,293.0,12.95221843003413,7.372972453592919,1.0,8.0,11.0,16.0,47.0
2023,Roma,pm25 µg/m³,CINECITTA,237.0,12.109704641350211,6.140014519707925,3.0,8.0,11.0,15.0,47.0
2023,Roma,pm25 µg/m³,CIPRO,289.0,11.778546712802768,6.9716257742493895,0.0,7.0,10.0,14.0,46.0
2023,Roma,pm25 µg/m³,Malagrotta,300.0,11.726666666666667,7.419937587443763,3.0,7.0,10.0,14.0,47.0
2023,Roma,pm25 µg/m³,VILLA ADA,270.0,11.462962962962964,7.492035332184273,0.0,7.0,10.0,14.0,61.0
2023,Torino,no2 µg/m³,Borgaro T. - Caduti,6648.0,19.242930204572804,14.115657722796211,0.0,9.0,15.0,26.0,112.0
2023,Torino,no2 µg/m³,Settimo T. - Vivaldi,6420.0,22.672897196261683,15.15462745017092,0.0,12.0,19.0,29.0,119.0
2023,Torino,no2 µg/m³,Torino - Consolata,6619.0,33.01699652515486,15.634743382875559,1.0,22.0,30.0,41.0,125.0
2023,Torino,no2 µg/m³,Torino - Rebaudengo,6691.0,42.64071140337767,20.016130528834545,5.0,28.0,39.0,53.0,179.0
2023,Torino,no2 µg/m³,Torino - Rubino,6685.0,26.1773373223635,15.029583915388656,0.0,15.0,23.0,35.0,103.0
2023,Torino,o3 µg/m³,Borgaro T. - Caduti,6587.0,41.82936086230454,33.570047695512145,1.0,12.0,35.0,65.0,149.0
2023,Torino,o3 µg/m³,Torino - Rubino,6448.0,47.28706575682382,40.01570120195394,0.0,9.0,40.0,77.0,204.0
2023,Torino,pm10 µg/m³,Torino - Rubino,6370.0,21.548744113029827,16.144747374602918,0.0,10.0,17.0,28.0,136.0
2023,Torino,pm25 µg/m³,Torino - Rubino,6206.0,14.956332581372864,13.488295377418357,0.0,6.0,11.0,19.0,303.0
2024,Firenze,no2 µg/m³,FI-BASSI,4107.0,17.409788166544924,13.7404736207625,1.0,7.0,13.0,23.0,80.0
2024,Firenze,no2 µg/m³,FI-GRAMSCI,4044.0,38.59124629080119,18.366304211193633,2.0,24.0,37.0,51.0,269.0
2024,Firenze,no2 µg/m³,FI-MOSSE,4244.0,31.660226201696513,12.863448667254618,0.0,22.0,31.0,40.0,76.0
2024,Firenze,no2 µg/m³,FI-SCANDICCI,4262.0,19.048099483810418,13.955953270345569,2.0,9.0,15.0,25.0,76.0
2024,Firenze,no2 µg/m³,FI-SETTIGNANO,4242.0,5.542904290429043,6.1740206787362135,0.0,2.0,4.0,6.0,56.0
2024,Firenze,o3 µg/m³,FI-SETTIGNANO,4261.0,53.22060549166862,26.371126223935523,0.0,33.0,51.0,71.0,141.0
2024,Firenze,pm10 µg/m³,FI-BASSI,2418.0,21.965260545905707,13.419045522739516,0.0,13.0,19.0,28.75,159.0
2024,Firenze,pm10 µg/m³,FI-BOBOLI,2580.0,19.06434108527132,11.378900621942108,0.0,12.0,17.0,24.0,145.0
2024,Firenze,pm10 µg/m³,FI-GRAMSCI,2413.0,31.629506837961046,15.893258934717489,0.0,21.0,29.0,39.0,156.0
2024,Firenze,pm10 µg/m³,FI-MOSSE,2573.0,29.565099106101826,16.11815270968834,3.0,18.0,26.0,40.0,158.0
2024,Firenze,pm10 µg/m³,FI-SCANDICCI,2467.0,19.77340899878395,12.05344841387665,0.0,11.0,18.0,25.0,140.0
2024,Firenze,pm25 µg/m³,FI-BASSI,2400.0,12.502083333333333,8.53797611213729,0.0,6.0,10.0,15.0,51.0
2024,Firenze,pm25 µg/m³,FI-GRAMSCI,2400.0,15.315416666666666,8.789754674491089,0.0,9.0,13.0,18.0,48.0
2024,Milano,no2 µg/m³,CINISELLO B.,4745.0,39.342701791359325,20.183922923850012,3.09,24.1,36.1,50.7,123.0
2024,Milano,no2 µg/m³,Cormano-Edison,4958.0,26.62415288422751,19.350762006557748,1.05,11.9,21.1,35.7,129.0
2024,Milano,no2 µg/m³,LIMITO,4755.0,27.919737118822294,19.055330628516913,1.55,12.7,22.7,38.9,118.0
2024,Milano,no2 µg/m³,MILANO - SENATO,4746.0,27.07247125368731,18.683305858035776,0.0,13.8,21.6,35.6,139.0
2024,Milano,no2 µg/m³,MILANO - V.LE LIGURIA,4569.0,33.08704583059751,20.22002476025087,0.0,17.5,29.5,45.7,118.0
2024,Milano,no2 µg/m³,MILANO - V.LE MARCHE,4828.0,36.806930405965204,18.57204388505727,1.57,22.4,35.0,48.0,118.0
2024,Milano,no2 µg/m³,MILANO - VERZIERE,4714.0,32.526726771319474,20.476462041290926,3.32,17.3,26.7,42.575,119.0
2024,Milano,no2 µg/m³,MILANO PASCAL CITT� STUDI,4928.0,22.030021895292208,16.396981130630852,0.0339,10.2,17.7,29.7,136.0
2024,Milano,no2 µg/m³,S. GIULIANO,4822.0,27.924767731231857,16.119016486407627,1.68,15.7,24.1,37.2,107.0
2024,Milano,no2 µg/m³,SESTO S.GIOVANNI,4980.0,30.872050200803212,21.374710322416824,0.93,14.9,23.9,41.1,124.0
2024,Milano,o3 µg/m³,Cormano-Edison,4882.0,55.968742666939775,42.85708922538731,0.0,16.7,51.6,85.7,203.0
2024,Milano,o3 µg/m³,LIMITO,4890.0,54.2365254396728,41.59328275890889,0.0259,17.3,50.3,81.275,196.0
2024,Milano,o3 µg/m³,MILANO - VERZIERE,3722.0,64.93456211714133,41.80186446997553,0.0164,32.925,64.75,90.2,202.0
2024,Milano,o3 µg/m³,MILANO PASCAL CITT� STUDI,4939.0,47.77884531281635,35.27370327729508,0.244,16.2,44.8,71.8,384.0
2024,Milano,pm10 µg/m³,LIMITO,2003.0,33.761557663504746,26.95688254330592,0.0,15.35,24.6,45.0,118.0
2024,Milano,pm10 µg/m³,MILANO - SENATO,1768.0,35.734445701357465,27.676674868575965,4.4,16.8,25.1,48.9,136.0
2024,Milano,pm10 µg/m³,MILANO - V.LE MARCHE,4927.0,29.052923137812055,24.487549882537554,0.0,12.5,22.4,35.9,276.0
2024,Milano,pm10 µg/m³,MILANO - VERZIERE,4154.0,28.29645767934521,29.54925365417137,0.0,12.3,20.5,34.4,487.0
2024,Milano,pm10 µg/m³,MILANO PASCAL CITT� STUDI,1821.0,32.74124107633169,25.66029057756006,3.3,14.1,23.3,42.9,113.0
2024,Milano,pm25 µg/m³,MILANO - SENATO,1192.0,31.454026845637582,23.707255682935365,4.2,12.1,24.0,43.4,118.0
2024,Milano,pm25 µg/m³,MILANO - V.LE MARCHE,4818.0,16.913302407638025,17.0782191953022,0.0,6.35,10.5,19.7,83.9
2024,Milano,pm25 µg/m³,MILANO PASCAL CITT� STUDI,1827.0,20.304871373836892,18.444044424239355,2.0,7.05,12.1,26.4,83.4
2024,Milano,pm25 µg/m³,SESTO S.GIOVANNI,2003.0,24.249026460309537,21.725027870289004,1.0,8.4,14.4,34.5,90.6
2024,Napoli,no2 µg/m³,Casoria Scuola Palizzi (CAM),3664.0,29.903744541484713,22.596788594192983,0.0,13.0,23.75,42.125,128.0
2024,Napoli,no2 µg/m³,IT0898A,523.0,40.26753346080306,22.721366390422578,3.45,20.9,37.5,55.650000000000006,107.0
2024,Napoli,no2 µg/m³,IT1495A,624.0,44.281121794871794,23.88081740962977,5.33,24.3,39.55,62.55,115.0
2024,Napoli,no2 µg/m³,IT1496A,656.0,40.914618902439024,21.315314291982496,4.39,24.6,37.6,55.05,97.4
2024,Napoli,no2 µg/m³,IT1497A,623.0,22.330128410914924,19.080761644526998,0.0,7.325,16.4,32.95,90.0
2024,Napoli,no2 µg/m³,NA01 OSSERVATORIO ASTRONOMICO,3465.0,19.476513708513707,19.810417418725855,0.0,5.31,13.1,27.7,162.0
2024,Napoli,no2 µg/m³,NA02 OSPEDALE SANTOBONO,3920.0,42.82090051020408,21.31447676595367,0.0,27.3,38.8,55.1,135.0
2024,Napoli,no2 µg/m³,NA06 MUSEO NAZIONALE,3716.0,44.08090419806243,23.175530383351212,2.49,27.1,40.2,58.0,151.0
2024,Napoli,no2 µg/m³,NA07 ENTE FERROVIE,4378.0,51.08068524440384,25.987469480740103,3.34,31.625,48.5,67.0,198.0
2024,Napoli,no2 µg/m³,NA08 OSPEDALE NUOVO PELLEGRINI,4841.0,38.538217310473044,22.687657126543705,0.56,21.0,34.8,52.3,226.0
2024,Napoli,no2 µg/m³,NA09 I.T.I.S. ARGINE,4362.0,36.244853278312696,22.18255215117246,1.28,17.225,33.849999999999994,51.9,121.0
2024,Napoli,no2 µg/m³,Portici parco reggia,3735.0,19.288998661311915,17.379239953898992,0.0,4.85,13.7,29.1,82.1
2024,Napoli,no2 µg/m³,Tirrenopower Via Epomeo,3592.0,23.150935412026726,14.466698168746095,0.0,12.8,19.3,30.3,199.0
2024,Napoli,no2 µg/m³,Tirrenopower Volla,3751.0,26.95346840842442,18.03792303325418,0.08,12.1,23.4,38.150000000000006,102.0
2024,Napoli,o3 µg/m³,Casoria Scuola Palizzi (CAM),3716.0,49.8951695371367,30.78386489321933,0.34,21.475,52.6,74.7,149.0
2024,Napoli,o3 µg/m³,IT1497A,629.0,45.854419713831476,18.85657696312443,2.13,31.7,48.3,61.9,81.8
2024,Napoli,o3 µg/m³,NA01 OSSERVATORIO ASTRONOMICO,3455.0,69.93631548480464,26.412520679369774,0.0,52.6,71.5,89.2,166.0
2024,Napoli,o3 µg/m³,Portici parco reggia,3753.0,54.44317612576605,29.03828678390832,0.25,31.5,56.9,76.9,429.0
2024,Napoli,pm10 µg/m³,IT0898A,538.0,23.678624535315986,24.21984135833696,0.0,11.625,19.95,29.275,398.0
2024,Napoli,pm10 µg/m³,NA06 MUSEO NAZIONALE,3316.0,26.487665862484924,19.845486742643047,0.0,15.0,22.1,31.7,302.0
2024,Napoli,pm10 µg/m³,NA07 ENTE FERROVIE,4031.0,30.126345819895807,20.697707057490668,0.0,17.3,25.7,36.8,200.0
2024,Napoli,pm10 µg/m³,NA09 I.T.I.S. ARGINE,4039.0,31.247685070562017,23.531606767321687,0.0,16.4,24.9,38.0,200.0
2024,Napoli,pm10 µg/m³,Tirrenopower Via Epomeo,3796.0,19.228672286617492,15.434636637915581,0.0,10.6,15.5,23.2,173.0
2024,Napoli,pm10 µg/m³,Tirrenopower Volla,3888.0,33.54941358024691,28.546662453653862,1.71,14.5,25.0,42.2,215.0
2024,Napoli,pm25 µg/m³,IT0898A,538.0,13.24460966542751,11.609680139375195,0.0,5.825,10.3,17.175,113.0
2024,Napoli,pm25 µg/m³,NA06 MUSEO NAZIONALE,3318.0,14.602983725135623,11.829278511636076,0.0,7.5,12.1,18.8,251.0
2024,Napoli,pm25 µg/m³,NA09 I.T.I.S. ARGINE,4029.0,18.737155621742367,17.696040882369225,0.0,8.4,13.8,22.8,200.0
2024,Napoli,pm25 µg/m³,Tirrenopower Via Epomeo,3798.0,9.95266719325961,7.483922795998692,0.0,5.2,8.02,12.1,118.0
2024,Napoli,pm25 µg/m³,Tirrenopower Volla,3888.0,18.533659979423867,19.709647907500436,0.8,7.41,12.3,20.8,171.0
2024,Palermo,no2 µg/m³,PA - Belgio,3372.0,32.853081257414,22.44465390997277,1.56,16.3,26.85,44.3,133.0
2024,Palermo,no2 µg/m³,PA - Boccadifalco,3468.0,11.216691176470588,12.389631742618318,0.159,2.41,6.675,15.6,96.9
2024,Palermo,no2 µg/m³,PA - Castelnuovo,3416.0,35.929180327868856,20.843945422179246,2.34,20.0,31.5,48.8,132.0
2024,Palermo,no2 µg/m³,PA - Di Blasi,3558.0,51.51480044969084,23.421318639827174,2.96,35.3,47.9,66.175,157.0
2024,Palermo,no2 µg/m³,PA - Indipendenza,3359.0,31.963601071747544,19.91464589372591,0.114,17.1,27.6,42.45,121.0
2024,Palermo,no2 µg/m³,PA - UNIPA,3407.0,15.024093601408863,15.119200090400433,0.0335,4.715,9.49,20.1,102.0
2024,Palermo,o3 µg/m³,PA - Boccadifalco,3141.0,68.36249602037567,13.56911163104631,14.3,59.9,69.3,78.4,111.0
2024,Palermo,o3 µg/m³,PA - UNIPA,3547.0,70.41123202706513,23.434637984179155,2.69,54.5,74.8,88.9,120.0
2024,Roma,no2 µg/m³,ARENULA,6945.0,27.744996400287977,17.489156402750094,3.0,14.0,23.0,37.0,116.0
2024,Roma,no2 µg/m³,BUFALOTTA,8243.0,30.191192526992598,15.452177796758543,0.0,20.0,26.0,37.0,119.0
2024,Roma,no2 µg/m³,C.SO FRANCIA,8371.0,33.74722255405567,12.514408054380322,2.0,24.0,33.0,42.0,102.0
2024,Roma,no2 µg/m³,CINECITTA,7984.0,27.942134268537075,18.49270439931675,1.0,13.0,23.0,39.0,124.0
2024,Roma,no2 µg/m³,CIPRO,16728.0,28.041278096604497,15.28473647063507,0.0,17.0,24.0,36.0,96.0
2024,Roma,no2 µg/m³,FERMI,4409.0,45.48015422998412,24.916332378862613,5.0,25.0,39.0,63.0,125.0
2024,Roma,no2 µg/m³,Fermi,8359.0,43.66138294054313,23.613608616524022,0.0,25.0,38.0,58.0,130.0
2024,Roma,no2 µg/m³,IT0825A,655.0,34.93129770992366,11.967968743120519,8.0,26.0,35.0,44.0,69.0
2024,Roma,no2 µg/m³,IT1176A,643.0,30.892690513219286,13.66930274205356,5.0,21.0,31.0,40.0,89.0
2024,Roma,no2 µg/m³,IT1835A,609.0,38.476190476190474,17.132125139031896,9.0,26.0,35.0,48.0,95.0
2024,Roma,no2 µg/m³,IT1906A,659.0,38.90591805766313,18.48223359998296,6.0,25.0,36.0,50.0,102.0
2024,Roma,no2 µg/m³,IT2012A,614.0,18.0814332247557,14.791973945747873,1.0,6.0,14.0,27.0,70.0
2024,Roma,no2 µg/m³,L.GO MAGNA GRECIA,8326.0,41.032188325726636,23.03408461123042,0.0,25.0,36.0,52.0,203.0
2024,Roma,no2 µg/m³,L.GO PERESTRELLO,8507.0,24.447043611143766,13.77239703015156,0.0,13.0,22.0,33.0,148.0
2024,Roma,no2 µg/m³,MALAGROTTA,4213.0,12.171374317588416,12.960018397440253,0.0,3.0,8.0,17.0,99.0
2024,Roma,no2 µg/m³,Malagrotta,8008.0,15.182942057942057,14.755096576100089,0.0,4.0,10.0,22.0,106.0
2024,Roma,no2 µg/m³,TIBURTINA,8538.0,32.063832279222304,16.451775365091887,2.0,21.0,29.0,40.0,124.0
2024,Roma,no2 µg/m³,VILLA ADA,14801.0,19.347408958854132,13.775844564126407,0.0,8.0,16.0,27.0,102.0
2024,Roma,o3 µg/m³,ARENULA,8659.0,33.7599607344959,22.680775358135993,0.0,13.0,33.0,51.0,196.0
2024,Roma,o3 µg/m³,BUFALOTTA,8413.0,42.74135266848924,31.53531555837767,0.0,15.0,40.0,67.0,156.0
2024,Roma,o3 µg/m³,CINECITTA,8254.0,41.34904288829658,31.87156045535807,0.0,11.0,40.0,65.0,167.0
2024,Roma,o3 µg/m³,CIPRO,17185.0,37.190485888856564,23.36678571156906,0.0,17.0,37.0,56.0,107.0
2024,Roma,o3 µg/m³,IT1176A,671.0,22.007451564828614,18.629416745349392,2.0,5.0,15.0,38.0,73.0
2024,Roma,o3 µg/m³,IT1835A,530.0,28.522641509433964,19.475360241220336,2.0,9.0,28.0,45.0,69.0
2024,Roma,o3 µg/m³,IT1906A,589.0,27.00339558573854,19.359031414146887,2.0,9.0,24.0,43.0,73.0
2024,Roma,o3 µg/m³,IT2012A,686.0,37.262390670553934,19.97694911347051,2.0,20.0,37.0,56.0,73.0
2024,Roma,o3 µg/m³,L.GO PERESTRELLO,8714.0,45.32912554509984,35.10578865515628,0.0,12.0,42.0,72.0,178.0
2024,Roma,o3 µg/m³,MALAGROTTA,4765.0,47.32318992654774,21.63215436179966,1.0,31.0,50.0,64.0,99.0
2024,Roma,o3 µg/m³,Malagrotta,8702.0,43.846874281774305,21.86278848895168,1.0,27.0,46.0,61.0,99.0
2024,Roma,o3 µg/m³,VILLA ADA,15302.0,47.699320350281006,37.05210490739846,0.0,11.0,47.0,76.0,182.0
2024,Roma,pm10 µg/m³,ARENULA,369.0,23.723577235772357,14.746020546276867,5.0,16.0,21.0,27.0,134.0
2024,Roma,pm10 µg/m³,BUFALOTTA,365.0,22.586301369863012,13.553367399873718,2.0,15.0,20.0,26.0,120.0
2024,Roma,pm10 µg/m³,C.SO FRANCIA,365.0,28.334246575342465,14.937343674091947,8.0,20.0,26.0,32.0,148.0
2024,Roma,pm10 µg/m³,CINECITTA,364.0,24.928571428571427,14.894314819135621,5.0,17.0,22.0,28.0,127.0
2024,Roma,pm10 µg/m³,CIPRO,692.0,24.82514450867052,14.285989538170991,6.0,17.0,22.0,27.0,130.0
2024,Roma,pm10 µg/m³,Fermi,362.0,26.980662983425415,14.353748498497781,7.0,19.0,25.0,30.0,127.0
2024,Roma,pm10 µg/m³,L.GO MAGNA GRECIA,369.0,26.132791327913278,12.917431476006206,7.0,19.0,24.0,29.0,123.0
2024,Roma,pm10 µg/m³,L.GO PERESTRELLO,311.0,27.411575562700964,13.047224192237124,7.0,19.0,24.0,33.0,119.0
2024,Roma,pm10 µg/m³,Malagrotta,368.0,21.42391304347826,13.039436051772954,5.0,14.0,19.0,24.0,116.0
2024,Roma,pm10 µg/m³,TIBURTINA,361.0,28.440443213296398,15.602258519654372,7.0,19.0,25.0,32.0,132.0
2024,Roma,pm10 µg/m³,VILLA ADA,635.0,23.154330708661416,13.652219033097998,5.0,15.0,21.0,27.0,121.0
2024,Roma,pm25 µg/m³,ARENULA,366.0,13.336065573770492,7.816677627701832,0.0,8.0,12.0,17.0,57.0
2024,Roma,pm25 µg/m³,C.SO FRANCIA,362.0,13.2292817679558,6.519089720555534,0.0,9.0,12.0,15.75,48.0
2024,Roma,pm25 µg/m³,CINECITTA,357.0,13.313725490196079,7.633247564772602,1.0,8.0,12.0,16.0,56.0
2024,Roma,pm25 µg/m³,CIPRO,688.0,11.892441860465116,6.749633738262438,3.0,7.75,10.0,14.0,41.0
2024,Roma,pm25 µg/m³,Malagrotta,369.0,10.75880758807588,6.953559824037182,2.0,6.0,9.0,13.0,59.0
2024,Roma,pm25 µg/m³,VILLA ADA,614.0,11.182410423452769,6.846436068454477,0.0,6.25,10.0,13.0,41.0
2024,Torino,no2 µg/m³,Borgaro T. - Caduti,5363.0,18.861644601901922,14.805385147721188,0.0,8.0,14.0,26.0,105.0
2024,Torino,no2 µg/m³,Settimo T. - Vivaldi,5327.0,21.033790125774356,16.127763441329424,0.0,9.0,16.0,29.0,114.0
2024,Torino,no2 µg/m³,Torino - Consolata,5404.0,35.075499629903774,17.07364586031213,5.0,22.0,32.0,45.0,110.0
2024,Torino,no2 µg/m³,Torino - Rebaudengo,5352.0,41.56203288490284,20.515052771630927,7.0,27.0,37.0,52.0,161.0
2024,Torino,no2 µg/m³,Torino - Rubino,5387.0,26.457768702431782,14.204523936274082,1.0,16.0,24.0,35.0,82.0
2024,Torino,no2 µg/m³,Torino Lingotto,4607.0,27.446928586932927,14.82461348604907,3.0,16.0,26.0,35.0,97.0
2024,Torino,o3 µg/m³,Borgaro T. - Caduti,5242.0,41.81533765738268,35.10604657566747,0.0,9.0,36.0,64.0,176.0
2024,Torino,o3 µg/m³,Torino - Rubino,4921.0,44.14143466775046,37.00388235364126,1.0,13.0,34.0,66.0,249.0
2024,Torino,o3 µg/m³,Torino Lingotto,4620.0,52.11753246753247,36.004092704351656,2.0,21.0,50.0,76.0,162.0
2024,Torino,pm10 µg/m³,Torino - Rubino,3666.0,27.211947626841244,21.868179531959306,0.0,11.0,21.0,39.0,156.0
2024,Torino,pm25 µg/m³,Torino - Rubino,3574.0,19.248740906547287,17.87833896120602,0.0,6.0,13.0,28.0,167.0
2025,Firenze,no2 µg/m³,FI-BASSI,3000.0,10.856666666666667,9.886389758469688,0.0,5.0,8.0,13.0,61.0
2025,Firenze,no2 µg/m³,FI-GRAMSCI,354.0,39.313559322033896,18.347155526327118,4.0,26.0,38.0,53.0,91.0
2025,Firenze,no2 µg/m³,FI-MOSSE,4000.0,23.7625,11.644440390074548,4.0,15.0,22.0,31.0,71.0
2025,Firenze,no2 µg/m³,FI-SCANDICCI,3000.0,12.086333333333334,8.521096344750934,1.0,6.0,10.0,16.0,56.0
2025,Firenze,no2 µg/m³,FI-SETTIGNANO,3000.0,3.078333333333333,2.753432588466373,0.0,2.0,2.0,4.0,34.0
2025,Firenze,o3 µg/m³,FI-SETTIGNANO,4000.0,66.188,28.50048640692572,0.0,44.0,65.0,87.0,144.0
2025,Firenze,pm10 µg/m³,FI-BASSI,1304.0,16.413343558282207,8.409976890491896,0.0,12.0,17.0,20.0,85.0
2025,Firenze,pm10 µg/m³,FI-BOBOLI,1356.0,16.01622418879056,7.6246658903436675,0.0,11.0,15.0,19.0,83.0
2025,Firenze,pm10 µg/m³,FI-GRAMSCI,336.0,27.452380952380953,15.826412657255139,0.0,20.0,26.0,34.0,106.0
2025,Firenze,pm10 µg/m³,FI-MOSSE,1335.0,20.492134831460675,10.517055022135636,0.0,15.0,19.0,23.0,154.0
2025,Firenze,pm10 µg/m³,FI-SCANDICCI,1346.0,15.00965824665676,7.101435764709312,0.0,11.0,14.0,19.0,85.0
2025,Firenze,pm25 µg/m³,FI-BASSI,1318.0,10.455235204855843,6.06512735549176,0.0,7.0,10.0,13.0,72.0
2025,Firenze,pm25 µg/m³,FI-GRAMSCI,326.0,12.785276073619633,7.143145035659847,0.0,9.0,13.0,18.0,32.0
2025,Milano,no2 µg/m³,CINISELLO B.,4923.0,35.361551289863904,19.45194411983027,0.707,21.1,32.0,45.5,143.0
2025,Milano,no2 µg/m³,Cormano-Edison,4974.0,20.848713711298757,12.392381523902836,0.692,12.0,17.6,25.975,94.8
2025,Milano,no2 µg/m³,LIMITO,5148.0,20.382946775446776,14.409195107037812,2.2,9.4,15.9,27.7,89.0
2025,Milano,no2 µg/m³,MILANO - SENATO,5058.0,23.140815499011467,14.479207353567071,0.0,12.6,18.7,29.9,85.3
2025,Milano,no2 µg/m³,MILANO - V.LE LIGURIA,5241.0,28.173427609234874,17.558166257448885,0.0641,14.9,23.1,37.2,117.0
2025,Milano,no2 µg/m³,MILANO - V.LE MARCHE,5047.0,34.01149990093124,16.375434224640614,0.68,21.7,31.8,43.1,130.0
2025,Milano,no2 µg/m³,MILANO - VERZIERE,4549.0,24.537243350186856,16.89793682034689,1.42,11.5,19.8,33.6,99.2
2025,Milano,no2 µg/m³,MILANO PASCAL CITT� STUDI,5116.0,23.243747068021893,16.07041453471067,2.37,11.2,17.9,31.2,116.0
2025,Milano,no2 µg/m³,S. GIULIANO,4669.0,23.71758192332405,13.785701702214231,1.36,13.9,20.4,30.4,102.0
2025,Milano,no2 µg/m³,SESTO S.GIOVANNI,5123.0,28.808612922115945,15.527172717518582,0.329,17.1,25.5,38.3,97.4
2025,Milano,o3 µg/m³,Cormano-Edison,4859.0,61.84706354599712,46.9987029191009,0.00977,17.9,59.0,94.3,250.0
2025,Milano,o3 µg/m³,LIMITO,5148.0,65.60478445998446,43.330538880019354,0.0143,31.175,63.7,94.325,218.0
2025,Milano,o3 µg/m³,MILANO - VERZIERE,5243.0,65.21082719816899,40.55787205082862,0.177,36.05,63.8,90.3,238.0
2025,Milano,o3 µg/m³,MILANO PASCAL CITT� STUDI,5254.0,61.3054628473544,37.45515968974187,0.0198,31.6,61.9,87.07499999999999,197.0
2025,Milano,pm10 µg/m³,LIMITO,1646.0,27.27539489671932,18.57792286368603,1.7,14.95,21.9,34.9,233.0
2025,Milano,pm10 µg/m³,MILANO - SENATO,1620.0,26.534135802469137,16.179634792536003,0.0,15.7,22.3,32.7,169.0
2025,Milano,pm10 µg/m³,MILANO - V.LE MARCHE,5187.0,27.97173732407943,18.710127360821343,0.0,15.7,24.0,35.9,295.0
2025,Milano,pm10 µg/m³,MILANO - VERZIERE,4986.0,17.985999183513837,14.241785211808894,0.0,8.3825,15.1,24.1,337.0
2025,Milano,pm10 µg/m³,MILANO PASCAL CITT� STUDI,1625.0,24.901661538461536,15.684077880504418,5.7,13.6,19.9,32.2,116.0
2025,Milano,pm25 µg/m³,MILANO - SENATO,1338.0,21.301270553064274,14.598366929498384,0.3,11.3,17.4,28.3,143.0
2025,Milano,pm25 µg/m³,MILANO - V.LE MARCHE,5187.0,15.283966840177367,12.764649789946755,0.0,6.91,11.1,19.7,140.0
2025,Milano,pm25 µg/m³,MILANO PASCAL CITT� STUDI,1648.0,16.738228155339804,12.22060259908522,1.7,8.7,12.4,22.6,119.0
2025,Milano,pm25 µg/m³,SESTO S.GIOVANNI,1206.0,19.71973466003317,15.073715143530192,1.6,9.4,15.7,24.775,130.0
2025,Napoli,no2 µg/m³,Casoria Scuola Palizzi (CAM),3000.0,17.122263333333333,14.74433539994657,0.0,6.0675,13.3,24.7,93.3
2025,Napoli,no2 µg/m³,NA01 OSSERVATORIO ASTRONOMICO,3000.0,19.92279,17.019697526215364,0.0,8.12,14.1,26.825,164.0
2025,Napoli,no2 µg/m³,NA02 OSPEDALE SANTOBONO,3000.0,33.792896666666664,16.829609941001138,4.23,21.7,30.6,42.3,145.0
2025,Napoli,no2 µg/m³,NA06 MUSEO NAZIONALE,3000.0,36.107063333333336,20.200051885446083,2.9,20.9,32.4,47.125,163.0
2025,Napoli,no2 µg/m³,NA07 ENTE FERROVIE,3000.0,52.00245666666667,30.15128838477514,3.26,28.9,47.95,68.6,184.0
2025,Napoli,no2 µg/m³,NA08 OSPEDALE NUOVO PELLEGRINI,2000.0,32.667030000000004,19.5886119196223,0.49,17.9,28.3,43.7,139.0
2025,Napoli,no2 µg/m³,NA09 I.T.I.S. ARGINE,3000.0,32.37644,19.72250787210698,2.5,15.4,28.9,46.3,122.0
2025,Napoli,no2 µg/m³,Portici parco reggia,3000.0,16.024046666666667,15.76222583728593,0.0,3.8575,9.71,24.0,81.9
2025,Napoli,no2 µg/m³,Tirrenopower Via Epomeo,3000.0,15.473919999999998,10.054694843524532,0.0,8.1975,12.5,20.4,61.0
2025,Napoli,no2 µg/m³,Tirrenopower Volla,3000.0,28.442916666666665,20.462465324477417,0.0,13.8,22.9,39.324999999999996,184.0
2025,Napoli,o3 µg/m³,Casoria Scuola Palizzi (CAM),2999.0,60.835661887295764,28.71716473680387,0.21,40.9,63.3,81.0,296.0
2025,Napoli,o3 µg/m³,NA01 OSSERVATORIO ASTRONOMICO,3000.0,78.04737,25.78063006882005,2.49,61.4,79.3,95.2,174.0
2025,Napoli,o3 µg/m³,Portici parco reggia,3000.0,65.55254,29.888027525162116,1.76,43.175000000000004,69.15,87.025,176.0
