city,station_name,parameter,sensor_id,locality,timezone,is_mobile,is_monitor,distance,country,owner,provider,latitude,longitude,datetime_from,datetime_to
Roma,VILLA ADA,pm10 µg/m³,21820,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,VILLA ADA,pm10 µg/m³,21820,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2022-10-04T20:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,VILLA ADA,pm25 µg/m³,21841,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,VILLA ADA,pm25 µg/m³,21841,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2022-10-04T20:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,BUFALOTTA,no2 µg/m³,21912,"VIA MONTE CANDA, ADIACENTE CIVICO 12 - Roma (RM)",Europe/Rome,False,True,7360.90297159,Italy,Unknown Governmental Organization,EEA,41.94765399996921,12.5336669998881,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,BUFALOTTA,o3 µg/m³,21913,"VIA MONTE CANDA, ADIACENTE CIVICO 12 - Roma (RM)",Europe/Rome,False,True,7360.90297159,Italy,Unknown Governmental Organization,EEA,41.94765399996921,12.5336669998881,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,BUFALOTTA,pm10 µg/m³,21831,"VIA MONTE CANDA, ADIACENTE CIVICO 12 - Roma (RM)",Europe/Rome,False,True,7360.90297159,Italy,Unknown Governmental Organization,EEA,41.94765399996921,12.5336669998881,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,CINECITTA,no2 µg/m³,5078320,LGO. BELOLLI - Roma (RM),Europe/Rome,False,True,8142.07286168,Italy,Unknown Governmental Organization,EEA,41.857716000169184,12.56865200001923,2022-09-30T00:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CINECITTA,o3 µg/m³,5078374,LGO. BELOLLI - Roma (RM),Europe/Rome,False,True,8142.07286168,Italy,Unknown Governmental Organization,EEA,41.857716000169184,12.56865200001923,2022-09-30T00:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CINECITTA,pm10 µg/m³,5079457,LGO. BELOLLI - Roma (RM),Europe/Rome,False,True,8142.07286168,Italy,Unknown Governmental Organization,EEA,41.857716000169184,12.56865200001923,2022-09-30T00:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CINECITTA,pm25 µg/m³,5079458,LGO. BELOLLI - Roma (RM),Europe/Rome,False,True,8142.07286168,Italy,Unknown Governmental Organization,EEA,41.857716000169184,12.56865200001923,2022-09-30T00:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,TIBURTINA,no2 µg/m³,21866,"VIA TIBURTINA, ADIACENTE CIVICO 654 - Roma (RM)",Europe/Rome,False,True,5788.15626396,Italy,Unknown Governmental Organization,EEA,41.91026800012512,12.548853999828117,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,TIBURTINA,pm10 µg/m³,21855,"VIA TIBURTINA, ADIACENTE CIVICO 654 - Roma (RM)",Europe/Rome,False,True,5788.15626396,Italy,Unknown Governmental Organization,EEA,41.91026800012512,12.548853999828117,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,no2 µg/m³,21903,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,no2 µg/m³,21903,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,o3 µg/m³,21914,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,o3 µg/m³,21914,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,pm10 µg/m³,21856,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,pm10 µg/m³,21856,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,pm25 µg/m³,21857,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,pm25 µg/m³,21857,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,L.GO PERESTRELLO,no2 µg/m³,21885,LARGO PERESTRELLO - Roma (RM),Europe/Rome,False,True,4939.87284931,Italy,Unknown Governmental Organization,EEA,41.88601900023409,12.541618000145938,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,L.GO PERESTRELLO,o3 µg/m³,21925,LARGO PERESTRELLO - Roma (RM),Europe/Rome,False,True,4939.87284931,Italy,Unknown Governmental Organization,EEA,41.88601900023409,12.541618000145938,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,L.GO PERESTRELLO,pm10 µg/m³,21860,LARGO PERESTRELLO - Roma (RM),Europe/Rome,False,True,4939.87284931,Italy,Unknown Governmental Organization,EEA,41.88601900023409,12.541618000145938,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,IT1835A,no2 µg/m³,24845,Roma,Europe/Rome,False,True,7369.54836542,Italy,Unknown Governmental Organization,EEA Italy,41.947778,12.533611,2020-05-06T18:00:00+02:00,2024-01-29T17:00:00+01:00
Roma,IT1835A,o3 µg/m³,24844,Roma,Europe/Rome,False,True,7369.54836542,Italy,Unknown Governmental Organization,EEA Italy,41.947778,12.533611,2020-05-06T18:00:00+02:00,2024-01-29T17:00:00+01:00
Roma,IT2012A,no2 µg/m³,24778,Roma,Europe/Rome,False,True,11614.20903065,Italy,Unknown Governmental Organization,EEA Italy,41.875556,12.345,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT2012A,o3 µg/m³,24777,Roma,Europe/Rome,False,True,11614.20903065,Italy,Unknown Governmental Organization,EEA Italy,41.875556,12.345,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT0825A,no2 µg/m³,5078901,Roma,Europe/Rome,False,True,6118.56506983,Italy,Unknown Governmental Organization,EEA Italy,41.9475,12.46972,2022-10-04T20:00:00+02:00,2024-01-29T19:00:00+01:00
Roma,IT1176A,no2 µg/m³,24474,Roma,Europe/Rome,False,True,4942.22001733,Italy,Unknown Governmental Organization,EEA Italy,41.886111,12.541667,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT1176A,o3 µg/m³,24473,Roma,Europe/Rome,False,True,4942.22001733,Italy,Unknown Governmental Organization,EEA Italy,41.886111,12.541667,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT1906A,no2 µg/m³,24804,Roma,Europe/Rome,False,True,635.91355629,Italy,Unknown Governmental Organization,EEA Italy,41.893889,12.475278,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT1906A,o3 µg/m³,24803,Roma,Europe/Rome,False,True,635.91355629,Italy,Unknown Governmental Organization,EEA Italy,41.893889,12.475278,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,CIPRO,no2 µg/m³,24843,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,no2 µg/m³,24843,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
